0,1
OnePlus are only saying lieBecause camera quality is too poorBattery drain very quicklyPeo mode some time not workingOnePlus 7t pro is like water heater,OnePlus 7T Pro
"It's a good phoneIt has a good display camera etcBut the unboxing wasn't that great-the screen protector was dusty and had many indentations ( the display was fine )-a phone at this price range should include a headphone or atleast an adaptor-its kind of the same as the old one so at this price u could get the old one with 12gb ram-at the end of the day it's a good phone, with good cameras, an excellent display, fast charge and charger (included), latest processor-the wide angle camera has a pink tint on it",OnePlus 7T Pro
"McLaren branding âï¸Alcantara caseâï¸Best unboxing experience âï¸Best display there is âï¸Amazing stereo speakers âï¸Most versatile cameras âï¸Smoothest android experience âï¸Value for money âï¸( Even tho this is the most expensive OnePlus phone, it's still cheaper than other flagships and puts them all to shame)Battery life âï¸ ( with QHD & 90hz it should last you a day with normal to heavy usage. If you switch to FHD & 60hz it'll last you more than a day but if you do that what's the point of even buying this phone??)Charging speed âï¸( Damn it's fast!)",OnePlus 7T Pro
Upgraded from Oneplus 3 to 7t pro. Very Nice!Screen is gorgeous. Like the full screen.2k screen 90hz! (yes aus rog 2 is 120hz but it is also 1080p)hdr works in youtube and netflix. 1080p in both netflix and prime as well.[remeber to have good internet speeds as well]As expected its blazing fast no issues and performance is top notch.camera is not best but still excellent. screen unlock both fingerprint and face is quick!software is as clean as possible with needed tweaks.what else should I say I love it!,OnePlus 7T Pro
"That's good mobile in 2020 also...and got 4k additional discount on my old mobile exchange,3k cash back balance as amazon balance,1.5 k on credit card emi discount,and 1k as rewards points on credit card for this purchase...so on & on very good deal...and lastly after all discount I got this mobile in 35k for exchanging my 4 years old OnePlus 3 Mobile...so for me that's a good upgrade...and in 35k OnePlus 7T Pro is very good mobile.",OnePlus 7T Pro
"Guys..It's an awesome phone when you look at it alone.It feels better in few or many factors when compared to K20 PRO, 7 PRO side by side.I have a 6gb k20 Pro for my wife.Here's what I observed.Pros#Beautiful 90hz no notch display. Once you go 90, you'll never go back to 60Hz.Stereo speakers855+, 8gb ram with Oxygen is the one of the fastest and finest Android out there.Curved edge is love. Though it's subjective.Quick charge. If you come from Apple background like me. You'd find t even the iPad charger useless. Honestly this was something I did not know I was missing. lolMoving parts on your phone - the motor camera. It's a bad thing to have a moving part yet it's been tested and said that it stays in tact upto 5 years even with 150 opens a day. So you'd not keep the phone for 5 years. Do you? If you're not a frequent selfie guy then this is it. Pro models are for you.And there are other 100 Android features that I can list but not required here.Cons#Heavy. If you keep using this phone for talking for more than 20 mins, your wrist tells you to cut down.No reachability for one hand access. I know big screen is a must in 2019 trend but without usability it's a waste.Curved edge - I know it's a con as well. When using one handed your palm touches screen edges before your finger reaches wherever you want to. And voilÃ , something that you never expected.Camera - Since I come from Apple and Samsung background I found the camera not so great. But for the price you pay should not complain mate. It's not as great as iPhone 11 series but it's there. As a normal guy who clicks pics while he's on trip, birthdays etc . It gets your job done.Gcam does fix the job so relax guys.Better than OP7 Pro?Meh, not really.Unless you're a guy who roots and explores too much. You won't even know the difference. Except the macro mode on camera which is useful but not useful. Get it?If you're just a typical guy who used for WhatsApp, Insta, calls and stuff then 7T would do it.If you don't want a notch like me 7 Pro will do.If you want latest hardware thinking future software support is great, snob value and don't mind spending extra money then 7T Pro it is.If you don't care what skin the Android has.. go for K20 Pro.",OnePlus 7T Pro
"Earlier i has Samsung A7(2018)- 128 GB model. I must say A7 is much better smartphone in terms of Camera image processing, PRACTICALITY, Durability etc.Pros of 1plus:1. Battery durability2. Back camera3. Processor speed4. Battery Charging5. Display Picture qualityCons:1. Pop up selfie camera:  both in terms of quality and practicality2. Default Video, mp3 media player and image display application3. Position of Volume buttons and Power button is bit awkwrd.Conclusion: My Samsung A7 smartphone is far better, given its price. I guess i was swayed by all that glistering around Oneplus mobile phones.I am looking to purchase smartphone for my dad in range of 20k-30k, will go for Samsung smartphone instead of upcoming Oneplus Nord definitely.PS. i had purchase the product before Indo-china border dispute. Big mistake. It's all branding and advertisement.",OnePlus 7T Pro
We are received on 17.07.2020 and today 26.07.2020 in return option is closed and my new handset in not working of fingerprint option and we are discussing of OnePlus online service centre and there told us within 10 day you can replaced your mobile in Amazon but here is return option is closed today,OnePlus 7T Pro
"Had purchased this so expensive phone with high hopes,last night is suddenly stopped recognising the sim,have been contacting the OnePlus customer care since then....never ever expected this.Oneplus should seriously btake this concern and attend it immediately by changing the handset.And now the Alert Slider has also stopped working, it is stuck on vibration mode.even the support team is not able to help through phone.Never ever expected when we thought of buying such expensive phone on place if iphone.Now how can I get rid of it and get my valuable money can... Amazon needs to help me.",OnePlus 7T Pro
"Very happy with seller Darshita Electronics and even Amazon service. Me and my cousin ordered 2 pieces at a time both were fine n genuine. Delivery was fast, genuine authentic product. Fingerprint is not lightning fast as compare to 2020 smartphones tech. 4500MAH battery does the job for day extreme user consumptions require another charge in a day. Camera, display, Snapdragon chipset rest all all are fabulous. Only thing I rate seller 5 star is because of genuine product. One thing I am disappointed with seller is provided me 1 year old manufactured product my 1+ had date of October 2019 which created questions that why was the product unsold till now. Why not new manufactured product was delivered those were things to be taken care of by seller because after paying such huge you don't expect 1 year old box piece coz don't know how it was handled smooth or rough. But anyways seller does hardwork for his business only this reason I rate seller 5 star or else I would have rated 4 star. It is hard earned money and you should provide newest product to customer weather for discounted price in sale or normally. I have recently brought it in sale. Recommended can go for it no issues with product.",OnePlus 7T Pro
"It's a much hyped mobile. The finger scanner is very bad compared to OnePlus 3 (that i was using beforing buying 7T Pro).With new latest processor, i didn't find any difference between OnePlus 3 and 7T Pro. Not sure how others are comparing.Secondly, I feel No difference after upgrading, apart from design, look and cosmetics.Though i find camera is better.I really donot understand, why the battery is really bad, just lasting for a day.And another important observation as compared to OnePlus 3 is that 7T Pro stucks gives the feeling of less power sometimes.",OnePlus 7T Pro
"Dislikes:1. Poor selfie camera. I captured a few screens at the selfie was bad during night time and during day time over exposed.2. Poor battery life barely remains a day. If you are travelling ends up loosing power very very soon with very moderate usage. Make sure to find charging points in airports or else you will end up with ZERO battery. (I have done everything and only WhatsApp direct messages run in background, all apps and all whatsapp group notifications are stopped in background).3. Network issues which is most disappointing. I was missing calls and people were saying we tried but it was saying switched off.4. No official screen guard available in OnePlus stores. I got a case for Rs. 1490 which had 1+ branding and looked good but no screen guard for my curved phone.Likes:1. Good quality screen with 90 Hz display.2. Several additional features like ambient display and wake up by tap, navigational gestures in OnePlus which was missing in my Vivo Nex previous phone3. Simple UI and better Oxygen OS than stock Android4. Good built quality and better in looks than iPhone 11.",OnePlus 7T Pro
"The amazing display, satisfactory battery life with very quick charger, smooth user experience, over the top excellent performance.",OnePlus 7T Pro
"Too much hype but looks like it is designed by underperformer mi engineers and for that you pay 4 times the price of mi? What a joke.Let me get started.Screen is extremely curved. Give me a break. I have used samsung note 9 and then came back to blackberry ketone because width was same.This one looks like a pencil with all the curved space. Very hard to read anything or watch anything with distortion running at miles length.And not sure why design finger print sensor in screen. Long phones are top heavy so it is better to have sensor at back or side so that you have good grip trying to use finger print sensor. Samsung has gone terrible from note 9 onwards and one plus is bad from the start.And yes, don't expect to type for more than few minutes a day or welcome carpel tunnel because of top heavy design. Blackbery was far better. Unfortunately dropped too many times and now cannot get any blackberry phone. Note that I have used all iphones and samsung notes.I have given mi phones as present and was always amazed at their quality at such low price. Everybody was happy getting one.Nothing special in this phone except that it installs blaoware like Netflix that you cannot uninstall and it keeps on asking you to give all information.And finally the content transfer from old to new phone is pathetic. Samsung is way better that you can connect two phones and it will do complete transfer. This one will not do a good job and you need fair amount of androids to get things done. And bad luck of you don't have router.Sad.... I have to give this away and keep on using my blackbery keyone with tapes all around it.And there is nothing much sensor etc. Like at least samsung had barometer and heart rate sensors etc and screen was little more usable with less curvy design and also option to use back button etc that would be helpful for not so savvy user.This one will require engineering degree to use but you must first pay 4 times the price of mi phone to get same features at harder to use navigations.1 start and never 1.",OnePlus 7T Pro
"A review from a buyer switching from 1+ 5 to 7t pro.Physically phone looks good but is on the heavier side which first thing to notice the moment you hold it. It takes time to get use to it.Screen/ display is superb one of onePlus's best uptil now. For me Samsung has got one of best screens but this is one model which can compete on display. Plus you get full screen with 90hrz refresh rate which is simply awesome n you do feel difference.Pop up camera is good but over time i beleive it might be difficult to maintain as there is a possibility of dust particles entering it n you might end up cleaning lens before click.Cameras in general are pretty good and would have been best if Samsung S10 (also Apple) wouldn't be there. But at this price cameras are good.Warp charger in the box is amazing and charges superfast. But i woild like to mention about battery that it is ok not that it will last too long. I was expecting a good battery life which i got when there were no apps installed initially. Eventually when I loaded the phone fully I noticed the difference, earlier it was around 37% in 20 hour later 20%in 20 hours, considering heavy use, pretty decent still.Best part is OnePlus strives to improve so the above cons like battery life, camera I believe the company will keep providing updates to improve and they keep upgrading your OS quite fast, faster than other companies. A good quality product overall.",OnePlus 7T Pro
The phone looks gorgeous as per physical overview.The best display.Good camera quality.Excellent network reception.Clean user interface.Looks premium.Curved screen looks good and face no problem in handling.The only downside i noticed is the average battery life. It should have a 5000mah battery.And no always on display.,OnePlus 7T Pro
This product not in our expectations and same product available in The market,OnePlus 7T Pro
"Updated after 1 month of usage --->I have been using OnePlus 5 and then 6.I had high hopes with 7t pro. The cons that I see1. It's heavy, and very uncomfortable while carrying in pocket. Recently I have noticed that I am getting pain in my fingers because of holding phone. So its definitely not meant for high usage.2. Batttery life is unimpressive. Gets drained out by afternoon after full charge. I am gamer, so wished it had better battery life3. Constant problem with app switch being touched while trying to hit space bar. There is not enough gap. This was not a problem in oneplus 5.The app doesnot feel that smooth or super fast in loading. So even with 8gb ram and  much better processor; for naked eye there is not much improvement.Overall I dont think its a great buy; its definitely painful to move around with.",OnePlus 7T Pro
"Writing this product review after usage to two days. Following are my views on this phone1. Display - I personally purchased this phone due to the hype created by oneplus regarding the display of this phone. i.e QHD+, 90Hz etc. But in my personal usage of this device i didn't feel much difference in normal screen and this phone's screen. 60Hz display in FHD Resolution works same. I earlier had OP 5T  and except size  and curve of the display i felt nothing special in this phone's display.2. Battry - Battery back-up is good till now. it can last 12 to 14 hours of normal daily usage with some time of gaming like PUBG.  i am not a heavy user so can not tell the back-up of heavy usage. Charging speed is also good takes 1 hour 5 minutes from 0 to 100.3. Camera: Camera is decent can take good pictures in normal lighting, low light performance i have not checked yet, but as i saw lot of youtube reviews it will struggle in low light conditions. Selfie camera i felt improved from oneplus 5T.4. Perfomace: Performance wise this phone in a beast. can play PUBG in extreme frame rate in HDR. i heard that it will support 90fps , but till now i haven not got any update in my phone to play PUBG at 90 fps.5. Design: Design wise phone is really good. feels premium in hand.6. Finger Print reader is not fast enough and not so accurate. 2 out of 10 times it fails to read finger.",OnePlus 7T Pro
Not well perfomance,OnePlus 7T Pro
"Display: Beautiful QHD+ display.Sound: Dual stereo speakers with Dolby Atmos support.Camera: Superb. Low light photos, macros everything is nice. Macros are pretty amazing on this device.Battery: Drains a little fast I would say.",OnePlus 7T Pro
"Heating issue, the additional cash back above order 50000/- is a fake, pricing is too high as per performance. Finger print Senser isn't good. The manufacturer of this need to think over it. Other branded phones are providing much better quality at cheaper price than this.",OnePlus 7T Pro
third class camera. No quality atall. Extremely poor video rec. Even 10k handset gives better quality. No ois in video.  Video recording is as good as a 5k mobile cam.Macro mode of camera is good.  Network speex good.Dual speaker good but no way near samsung s10.,OnePlus 7T Pro
"Coming from my ageing S8 to this was a sea of a change in speed and responsiveness.The size of this beast is something I'm still getting used to though. The S8 was a great 1 handed phone. OnePlus has its share of issues in executing the big screenI have 2 gripes about the phone.1. S8's screen brightness and daylight performance is stupid crazy good compared to the OnePlus 7T Pro. I just couldn't believe it!!! I was super pissed at first but then decided to stick with O+7 as Samsung does not have Snapdragon options in this price range2. S8 had superior navigation gestures. I believe the Samsung's gestures would work WONDERS on the OnePlus size phone. (Swipe up left side for back, swipe up in Middle for home, swipe up from right for app switch). OnePlus's swipe up to hold for recent apps is reaaaalllly finicky and I hope they give more options with OS upgradesAlso 3. For 45k+ GIVE ME AN SD CARD SLOTThe 1 thing that this phone realllly got right was the stereo sound - absolutely crazy good!",OnePlus 7T Pro
OnePlus launched this model for people like me who wanted to buy OnePlus 7 pro but gave extra features to it,OnePlus 7T Pro
"This is going to be a long review so if you are looking for the summary - here it is - It's a beast phone! Buy it without thinking.For those who want the detailed review, please read below.So I was really confused between the OnePlus 7T and the OnePlus 7 Pro/7T Pro. I was earlier using a OnePlus 5 since 2017. I have watched every YouTube video possible and read every review there is for all these phones online. There are a few reasons why I chose the OP 7T Pro over the others.- Better overclocked Snapdragon 855 compared to 7 Pro.- Bigger battery than all.- Macro mode was added and its real fun to use it.- I' not a fan of the notched screen on the 7T. The pop up camera though mechanical gives you a fully immersive display without any ugly notches. Without any notch and a 90hz refresh rate, this makes the screen look and feel insane.- The upcoming rumours about the OP 8 Pro says that they are going to have a punch hole display. This would mean that the OP 7 Pro & 7T Pro would be the last phones to have the full screen display.I've seen a number of reviews on amazon that complain about a lot of things but here are my thoughts on the same:- Wireless Charging. Honestly Wireless Charging is much slower than traditional charging. Plus you can't use the phone while its on the wireless charger. Doesn't make sense to me.- IP Rating. OnePlus has mentioned that a getting an IP Rating on their phones would add to the cost, which will inturn be passed on to the consumer. I'm happy without it even though we all know that these phones do have some basic level of waterproofing. So its not the end of the world. I don't plan to go swimming with the phone.- No headphone jack. You can purchase a USB C to 3.5mm adapter from Amazon or the OnePlus website. Its for Rs. 200-300. Use it and plug any headphones or simply use the OnePlus Bullets Wireless or any other BT Headphone. Again not a con for me.- One issue I would like to point out is the Automatic brightness feature. I have no idea where the sensor is located but the screen auto dims suddenly and sometimes its really difficult to read the screen. I have to then manually increase the brightness. This might be fixed by a software update in the near future but its yet an issue as of now.I am not getting into the pros of this device cos every other reviewer has mentioned them in detail. Its the usual, best Operating System, blazing fast, crazy screen, super fast charging, dolby atmos sound, etc. Its all true and OP 7T Pro is certainly a winner!There are a few cons which I would like to mention that are different from other reviewers.- I do agree that the phone is a little on the heavier side and is also very slippery without a cover. I have bought the Carbon Fiber bumper case from the oneplus website.- I really do miss the notification LED from my OP5. However, I would like to mention something about a feature called the horizon light on the OP7 Pro & 7T Pro. Its a very cool feature that makes the curves of your screen light up when you get a notification. Just google how to turn this on. Ofcourse it flashes just once, unlike the permanent LED light on earlier OP phones but I am sure Oxygen OS will make some good use of this feature with some tweaks in the future.- I am definitely not a fan of the phone being available in just one colour! All my phones and iPhones in the past have been black or grey. The Haze Blue OP 7T Pro surely looks odd with a black bumper on it. I would have preferred a Silver like the 7T or a black like the OP 7 Pro. Bad decision OP!- Something not only restricted to OP phones but all phones in general that are launching. All videos such as Youtube, HotStar, Voot, Amazon Prime, etc. are available in a 16:9 aspect ratio. All phones now are sporting a 19.5:9 or 20:9 and even 21:9 aspect ratios. This is why there are black lines when you watch a full screen video. You lose corners if you fill the screen with the pinch to zoom option. Manufacturers need to understand this or either content creators need to change the aspect ratio.Most definitely non of the cons mean that you shouldn't buy the OP 7T Pro. These were just my points. This was my full review for the OP 7T Pro.",OnePlus 7T Pro
"With 2 days of use, good so far. Giving battery backup of 7hours on normal and constant usage. At the time of charging its getting bit hot but thats ok i guess. Looks stunning and camera and clarity both are good.",OnePlus 7T Pro
"Pros:90Hz screen and qhd+ display leads to great navigation experience.Charging is really fast 10 to 70+ percent in 30 minutes. Phone doesn't heat up during charging if you're not using phone while charging.Gaming performance is very smooth, COD mobile runs greatly on high settings.A lot of UI customisations available to suit individual needsPhoto and video quality is very good.Lots of storage space!!Speaker quality is awesome!Cons:During gaming, sometimes phone sides heat up to uncomfortable levels even with phone case.Battery is decent but not very long lasting, owing to high resolution and 90 hz display. Gaming drains battery even faster (obviously).For video recording, default available features are 1080p, 1080p 60 fps, 4k, 4k 60 fps. 60 fps modes record super smoothe video experience. However, All these videos modes take up quite a space even for short video and would make video sharing expensive. A lower video setting like 720p would have been great (this can be achieved through third party app)",OnePlus 7T Pro
Pro1. It's the Pro :D2. Mesmerizing screen3. Useful camera modes4. etc..Cons1. Had to disable face unlock cause the camera has to pop up every time to unlock and I was worried about the damages over time.2. No IR Blaster! Come on now have on of the costliest phone but I need to find my tv remote now :|3. Charger cable is very stiff4. No headphone jack! That is so iphone :(,OnePlus 7T Pro
When I ordered it first it was not working properly. Software problem . Hanging and lagging. Heating issue. So I replaced it and now I received a devective product. This device  couldn't start also . Am returning it. My earnest request to new buyers please don't buy this.,OnePlus 7T Pro
"Hell man! Im a oneplus fan till i buy this mobile,Camera of this phone is completely worse before i was using oneplus 6 ,op6 camera is much better when compared with op8.....and important point to note that this phone does not even compete with my moms phone samsung a50s which is 15k rs phone.Lastly if you dont trust reviews on this,Kindly reach me out atI will provide you the originals pictures,because i have wasted 40k ...not let you guys to wasteNote: i have seen all reviews in youtube,but all will say it is bit bad .....but it is completely bad.",OnePlus 8
"I changed OnePlus 8, 4 times! Due to something or the other defects (like headache giving screens, line marks at the back of the body, etc) as it's expensive!Phone boxes were puffed, torned, some displays were dull if noticed closely, more warm and yellowish. No control by OnePlus on this. People go nuts like ""wow what a display"" not realizing that they are being given inferior quality displays of Samsung.I hope I really hope people strive for perfection to really understand and get what they are paying for by controlling their excitements a bit and forward stronger feedbacks, as I believe I was listened and Amazon India did helped me too.My 5th device came altogether from a different location, excellent box, phone built and display feels more broader even with same dimensions, no two parallel lines design or defect at the back, it's clean and curvy like OnePlus 8 8gb variant (mine is the 6gb one). Screen display is still more warm which I didn't want but colors are very punchy and clearly shows the display is far better than previous returned devices.1st OnePlus 8 8gb - Had a very long permanent line mark at the back of the body if looked closely.2nd OnePlus 8 8gb - Display's blue light filter had issues I'm sure as it gave me headache in seconds, eye strain as well.3rd OnePlus 8 6gb - 2 parallel lines on edges of the back body if the device was tilted a little, was like a dent kind of design or defect (I believe though this one had the best display even than the 5th one that I'm keeping and more smoother 90 HZ).4th OnePlus 8 6gb - 2 parallel lines were again there so I thought it's normal and was okay with it, but display was yellowish and dull, playing pubg with graphics optimization made the game look more ugly in extreme hd settings (hdr sucks). Looking at Images on articles, etc were looking just good.5th OnePlus 8 6gb variant - As told above there are no 2 parallel lines, punchy colors, not dull and very good display, however still yellowish in large part of the screen and whitish around above and right & left edges of the screen in vivid mode (I did noticed in some displays it was not this warm). I also noticed vivid mode was nicer and whiter in previous devices than this one whether they were dull or not.I also know screen being yellowish a bit makes video viewing an amazing experience to make it more natural for skin color, etc. But should be less and corrected with all the flaws mentioned. However, I'm tierd and somewhat satisfied but will want OnePlus to correct if possible with software update without compromising any quality of the display.It's said that Apple never compromises on quality, they even delay their production if they find any imperfections (I don't like iOS or use Apple though).  OnePlus should do like this.Not happy at all with this kind of support. I noticed paying more (when I got the 8gb one) was really like getting better qalutiy made device (the first one, if the issue mentioned wasn't there). This shouldn't be the case as this leads to disappointment and all variants should be given the same attention/perfection with just internal hardware changes.OnePlus 8 will be my first and last device for a short period of time. Will look for a brand who cares. 3 out of 5.",OnePlus 8
"Great phone!Gaming performance is so great, device don't get heat up at all even at high settings!I played PUBG Mobile and details it provides were so exciting and make it feel real. Shadows of tree,stones, mud, etc. If you have small hands don't buy it for gaming, don't feel comfortable with small hands.Camera is good, can't say it is awesome!Battery life is great too, charge too fast!UI is as expected stock android, some pre-installed third party apps were also installed, you can uninstall all of them except Netflix.The back cover they provide is loose and cheap. Have to buy a new better one!Over all a great phone!Cheers! :)",OnePlus 8
On the first glance you will feel the premium quality of the Oneplus 8.I have mentioned few good and bad points for quick understanding for every buyer -Good -Very good build qualityVivid displayExcellent performance and softwareSolid battery lifeDecent camera performanceChic designConsistent performanceOxygen OS is blissClass-leading displayBad-No IP rating or wireless chargingLow-light video could be betterBasic cameras setup,OnePlus 8
"I have bought one plus 8 just 3 days back and now i am facing multiple issues like battery backup i am getting for just 3-4 hours of screen on time also facing issues with mobile hotspot as when i am connecting it with my laptop its getting reconnecting again and again however when i am conneting another device hotspot with the same network its working also its getting heat every time often i use lite application like facebook whtsapp no have apps or games are there i have tried to contact one plus support on call, whtsapp and chat but there is no response from there side",OnePlus 8
Camera quality is worst than OnePlus 6T,OnePlus 8
Badly Heating Issue,OnePlus 8
"Great phone, Amazon delivers it within 10 hours of ordering really happy there,Pros: Beast performanceGreat battery LifeBrilliant ScreenFluid 90hzAnd blazing fast oxygen os5gCons:Camera: have a 2megapixel camera for the sake of having 3 camera on the backRest of the camera are only averageHopefully upadates can fix that and given one plus history I think they will!Curved screen cause accidental touches and most covers can't cover phone fully in the front due to display Hence its prone to break more than regular flat screen phone like 7tHave a little bit of weight due to larger batteryPrincing is highly agressive but could have provided wireless charging and headphone jackIn the same price!Overall good phone if you want a future proof phone but this eyes closedBut if you are on a budget 7t can mostly get you there with better camera and almost as fast snapdragon 855plusChoose wisely",OnePlus 8
"Obviously, you might have done extensive research, watched many review videos before coming here to make your purchase decision. There is only one way you will be happy with this purchase and that is, if you are looking for a slim, elegant, powerful, light weight device offering a premium in-hand feel. Day to day, if this is what is most important to you, then this is the device to get.Camera is going to serve you well on many occasions (when the lighting is good). People might have told you that the camera system is mediocre. That is not entirely true. There have been few software updates and I can confidently say that yes, the camera is neither great nor is it bad. It delivers decent pictures (when the lighting is good) and if you are not a absolute camera geek, then this will meet and succeed all of your expectations. Incase you are a camera geek, then get the 8Pro and dont think about saving money.Conclusion: Feels expensive and has a nice balance in the hand (Its very light and is a joy to use). The glacial green in matte finish is makes the front of the device look expensive (with the dark edge-to-edge AMOLED panel). It performs like it should. It has an QC 865 after all! It will easily get you through more than a day with a full charge. Its a very low risk decision. Cant go wrong - Just buy the damn thing!",OnePlus 8
"I am writing this review after using this phone for 7 days. I believe real user reviews are more useful than Youtube tech reviews which are highly biased and not practical. I bought the 6 GB variant which is available at 42k. Don't go for 8 GB variant and spend 3k more of your valuable money. For normal users, 6 GB RAM is more than sufficient. 2 GB RAM doesn't make your phone fast, it's the processor that does that work. At 42k price, this is the best option available right now. I would rate it 4.5/5.1. Design: It is an amazing, premium looking phone. Glass back feels awesome. weight management and dimensions are also great. The curved display looks amazing.2. Display: Display is bright and visible in direct sunlight. At the lowest brightness level, I did not notice any flickering. In Natural mode, I noticed some yellowish color, it is some software issue or it is like that only. I changed to Advanced>AMOLED wide gamut, now it works perfectly. The curved display doesn't make any difference after 1 or 2 days and it comes with ""fragile tag"" so be prepared to take extra care of it. 90hz really makes the difference over 60hz. Once you use 90hz display, going back to 60Hz would feel like the phone is lagging.3. Performance: It is a snapdragon 865. Performance is buttery smooth.4. Software: This is my first oneplus phone. Coming from Motorola phone, my first priority was a stock android experience. OxygenOS is best android UI right, stock android experience with all required customization. Oneplus also provide timely and long term software updates to its phones which is the very good thing.5. Battery: I was using my phone at 90Hz all the time with all animations on. You would easily get whole day of battery life even if you are moderate to heavy user. For initial 1-2 charging cycles. I was getting around 6 hours of SOT which improved to 7-7.30 hr of SOT. Charging speed is also great, it would charge from 10 to 95% in around 50 mins.6. Call quality and in other day to day usage, I haven't find any issues yet. Speakers are also very loud and clear.7. Camera: here comes the one and an only area which I didn't like. Primary camera and ultrawide angle camera is good but not any improvement over 7T. and 2 MP macro camera is really pathetic and useless. I also facing some issue in front camera. Low light photos are blurry and during video calls, it zooms the face and produces blurry face. i hope Oneplus gives software updates and solves all camera problems. I found a solution for myself by downloading Gcam which is giving better results but still for 42k phone, camera is not that good.Conclusion: No phone is perfect. This has issues in camera department. but I believe other than that this phone is great, go for it. When You spend more than 35-40K, always go for brand value like Oneplus, Samsung, Apple.I hope you find this review useful. I Will update if I find any issue in the future.",OnePlus 8
1. No call recording feature2. Can't zoom on nightmode3. No Pro mode for video4. No 120 fps option for slow motion5. Charging takes more than 1hr. No fast charging.6. Camera output is full of shadow (dark regions)7. No optimization on camera8. No HDR mode9. Macro camera has no details. Low quality photo10. In Pro mode you can't shoot through wide angle camera.11. No option to hide contacts without phone number.I can list 100s of missing options. But don't have patience.This is not the phone you will buy. They don't have basic functionalities. Better buy Mi or,OnePlus 8T
Product is good except camera. Oxygen Os is not upto the mark this time. Seems they haven't done proper testing on android 11.After spending 45k u will get a normal camera which was there in 7t and buggy OS.Every now and then you will get errors. Many useful functions which was there on older oneplus device is removed from this device. Stereo speaker is not upto the mark. Storage related issue is there due to which we cannot install certain apps even though the phone has 200 gb storage available.Hope they come out with updates to solve the problems.I would rate 3 star for this device atleast for now.,OnePlus 8T
This photo is clicked in nightscape mode... awesome phone .. camera quality little bit goes down after first update 11.01. Need improvement on os.expecting for better update.. fast charge really very useful 41 min 0-100%  .video stabilization is also nice,OnePlus 8T
"It is an absolute beast. The aquamarine green looks amazing in the real world. In the box, you'll receive the handset, the famous red cable, and a 65 watt power adapter along with Sim ejector tool, back cover, oneplus stickers and guides.While using the phone in real life, there will be 0 lag, excellent RAM management, and excellent battery life.The charging is blazing fast and that's what we expect from this 65 watt charger.I have charged the phone to 100% on Monday 2 PM and my battery is at 32% on Tuesday 10AM while writing this review. To tell you the truth, I have never experienced this kind of battery backup previously.I have played few games like FIFA and COD and they were smooth as butter.The phone produces excellent color and brightness. Tested the camera on some subjects, and I am very happy with the camera performance so far.Overall, this phone is a beast and it will definitely change your day to day experience. Gamers will definitely like this phone as there are no heating issues while playing and 120hz refresh rate makes everything very smooth.This is an early review and I think it's safe to say that this phone is not going to disappoint.This is the end. Good day everyone. Bye.",OnePlus 8T
Despite of being same camera as one plus 8 the picture quality is very poor of front camera. Battery back up is not good. Last only 7-8 hours. Now the touch is not working.,OnePlus 8T
"Charging speed is good, battery backup and camera is average, issue in dynamic range, no night mode in front camera,needs to improve in camera, software issue also there, gallery recalculats every time all photos of the albums, and takes some time to create photos after taking shotsBlue tint when taking photos at low battery, gallery loading (recalculating), heating up, camera is average, does not get a feeling of using a premium phone paying on higher side",OnePlus 8T
"Very poor battery back up, my earlier one plus 6 and 7 devices were lasts for whole day and night, I usually charge my phone in the morning, but this device in full charge with moderate use lasts only for 12 hours, I have charged the phone and it confirms now that it takes more than one hour to charge the device from 6% to 100%, screen quality and sound quality is average, it is highly by overpriced.",OnePlus 8T
"I was using Samsung before buying this phone. But when I heard the price, it felt like its offering flagship features for midrange value, so I bought it. Have to say this that its hardware and processor is best in class, but when it comes to UI it fails miserably. The features, ease of use and customisations that One UI provides are just on next level and can't be compared with the low level and totally buggy Oxygen OS. Its almost same like stock android with slight changes which are taken from One UI. Don't buy this if your old phone is Samsung, its just downgrade.After a month :Still the worst. And one more thing I observed is it is very bad handling OTG devices like HDD and all. And also it takes lot of time to load already existing files which is a huge problem when you are trying to move around the files.* Buggy OS* Not so good with handling files* Not at all good with external devices through OTG* No extra features as in One UIFinal review, don't buy it because it's cheap. It is actually cheapest peice of garbage.",OnePlus 8T
